en,kn
I got bit!”,ನನ್ನನ್ನು ಕಚ್ಚಿದೆ!'
"His whole clavicle was ripped open,’ Hammel said he noticed once he got to the boy.","ಹ್ಯಾಮಲ್ ಆ ಹುಡುಗನ ಹತ್ತಿರ ಹೋಗಿ ನೋಡಿದಾಗ, ""ಅವನ ಇಡೀ ಕತ್ತಿನ ಮೂಳೆ ಕಿತ್ತು ಬಂದಿತ್ತು"" ಎಂದು ಹೇಳಿದರು."
‘I yelled at everyone to get out of the water: “There's a shark in the water!”’ Hammel added.,"""ಎಲ್ಲರೂ ನೀರಿನಿಂದ ಹೊರಗೆ ಹೋಗಿ ಎಂದು ನಾನು ಜೋರಾಗಿ ಕೂಗಿದೆ: 'ನೀರಿನಲ್ಲಿ ಶಾರ್ಕ್ ಇದೆ!'"" ಎಂದು ಹ್ಯಾಮಲ್ ಮುಂದುವರಿದು ಹೇಳಿದರು."
The boy was airlifted to Rady Children's Hospital in San Diego where he is listed in critical condition.,ಹುಡುಗನನ್ನು ಹೆಲಿಕಾಪ್ಟರ್‍‍‍ನಲ್ಲಿ ಸ್ಯಾನ್ ಡಿಯೇಗೊದ ರೇಡಿ ಚಿಲ್ಡ್ರನ್ಸ್ ಹಾಸ್ಪಿಟಲ್‍‍ಗೆ ಸಾಗಿಸಲಾಯಿತು ಮತ್ತು ಅವನ ಪರಿಸ್ಥಿತಿ ಗಂಭೀರವಾಗಿದೆ ಎಂದು ಆಸ್ಪತ್ರೆ ತಿಳಿಸಿತು.
The species of shark responsible for the attack was unknown.,ಈ ದಾಳಿಗೆ ಕಾರಣವಾದ ಶಾರ್ಕ್ ಯಾವ ಮೀನಿನ ಜಾತಿಗೆ ಸೇರಿದ್ದು ಎಂದು ತಿಳಿದುಬರಲಿಲ್ಲ.
"Lifeguard Capt Larry Giles said at a media briefing that a shark had been spotted in the area a few weeks earlier, but it was determined not to be a dangerous species of shark.","ಮಾಧ್ಯಮದವರೊಡನೆ ಮಾತನಾಡುತ್ತಿದ್ದ ಲೈಫ್ ಗಾರ್ಡ್ ಕ್ಯಾಪ್ಟನ್ ಲ್ಯಾರಿ ಜೈಲ್ಸ್ ಹೇಳುವಂತೆ, ಕೆಲವು ವಾರಗಳ ಹಿಂದೆ ಆ ಪ್ರದೇಶದಲ್ಲಿ ಒಂದು ಶಾರ್ಕ್ ಕಾಣಿಸಿಕೊಂಡಿತ್ತು, ಆದರೆ ಅದು ಅಪಾಯಕಾರಿ ಪ್ರಜಾತಿಯ ಶಾರ್ಕ್ ಅಲ್ಲ ಎಂದು ದೃಢಪಡಿಸಲಾಗಿತ್ತು."
Giles added the victim sustained traumatic injuries to his upper torso area.,ಈ ಬಗ್ಗೆ ಇನ್ನಷ್ಟು ವಿವರಣೆ ನೀಡಿದ ಜೈಲ್ಸ್ ಗಾಯಾಳು ತನ್ನ ದೇಹದ ಮೇಲ್ಭಾಗದಲ್ಲಿ ಆಘಾತಕಾರಿ ಗಾಯಗಳನ್ನು ಹೊಂದಿದ್ದಾನೆಂದು ತಿಳಿಸಿದರು.
Officials shut down beach access from Ponto Beach in Casablad to Swami's in Ecinitas for 48 hours for investigation and safety purposes.,ವಿಚಾರಣೆ ಮತ್ತು ಸುರಕ್ಷತೆಯ ಉದ್ದೇಶಗಳಿಗಾಗಿ ಕ್ಯಾಸಾಬ್ಲ್ಯಾಡ್‍‍‍ನಲ್ಲಿರುವ ಪೋಂಟೊ ಬೀಚ್‍‍ನಿಂದ ಎಸಿನಿಟಸ್‍‍ನಲ್ಲಿರುವ ಸ್ವ್ಯಾಮೀಸ್‍‍ವರೆಗೆ ಬೀಚ್ ಪ್ರವೇಶವನ್ನು ಅಧಿಕಾರಿಗಳು 48 ಗಂಟೆಗಳವರೆಗೆ ಬಂದ್ ಮಾಡಿದರು.
"Giles noted that there are more than 135 shark species in the area, but most are not considered dangerous.","ಆ ಪ್ರದೇಶದಲ್ಲಿ 135 ಶಾರ್ಕ್ ಪ್ರಭೇದಗಳಿದ್ದು, ಅವುಗಳಲ್ಲಿ ಹೆಚ್ಚಿನವು ಅಪಾಯಕಾರಿ ಎಂದು ಪರಿಗಣಿಸಲಾಗಿಲ್ಲ ಎಂದು ಜೈಲ್ಸ್ ತಿಳಿಸಿದರು."
Sainsbury's plans push into the UK beauty market,UK ಸೌಂದರ್ಯ ವರ್ಧಕ ಮಾರುಕಟ್ಟೆಗೆ ಲಗ್ಗೆ ಇಡಲು ಸೇನ್ಸ್ ಬರೀಸ್ ಯೋಜನೆಗಳು
"Sainsbury's is taking on Boots, Superdrug and Debenhams with department store-style beauty aisles staffed with specialist assistants.","ತನ್ನ ಡಿಪಾರ್ಟ್ಮೆಂಟ್ ಸ್ಟೋರ್-ಶೈಲಿಯ, ನಿಪುಣ ಸಹಾಯಕರನ್ನು ಒಳಗೊಂಡ ಬ್ಯೂಟಿ ಐಲ್ ಗಳ ಮೂಲಕ ಬೂಟ್ಸ್, ಸೂಪರ್ ಡ್ರಗ್ ಮತ್ತು ಡೆಬನಮ್ಸ್ ಗೆ ಪ್ರಬಲ ಸ್ಪರ್ಧೆ ಒಡ್ಡಲಿದೆ."
"As part of a substantial push into the UK's £2.8bn beauty market, which is continuing to grow while fashion and homeware sales fall back, the larger beauty aisles will be tested out in 11 stores around the country and taken to more stores next year if it proves a success.","ಫ್ಯಾಶನ್ ಮತ್ತು ಹೋಮ್ ವೇರ್ ಮಾರಾಟ ಕುಸಿದಿದ್ದು, ನಿರಂತರ ಬೆಳೆಯುತ್ತಿರುವ UK ಯ £2.8 ಬಿಲಿಯನ್ ಪೌಂಡ್ ಸೌಂದರ್ಯ ವರ್ಧಕ ಮಾರುಕಟ್ಟೆಯನ್ನು ಪ್ರವೇಶಿಸುತ್ತಿರುವ ಈ ಸಂಸ್ಥೆಯು ದೇಶದಾದ್ಯಂತ 11 ಸ್ಟೋರ್ ಗಳಲ್ಲಿ ತನ್ನ ದೊಡ್ಡ ಬ್ಯೂಟಿ ಐಲ್ ಗಳನ್ನು ಸ್ಥಾಪಿಸಿ ಪರೀಕ್ಷಿಸಲಿದ್ದು, ಈ ಪರೀಕ್ಷೆಯಲ್ಲಿ ಯಶಸ್ಸು ದೊರೆತರೆ ಮುಂದಿನ ವರ್ಷ ಇನ್ನಷ್ಟು ಸ್ಟೋರ್ ಗಳಲ್ಲಿ ತನ್ನ ಐಲ್ ಗಳನ್ನು ತೆರೆಯುವ ಉದ್ದೇಶ ಹೊಂದಿದೆ."
"The investment in beauty comes as supermarkets hunt for ways to use up shelf space once sued for TVs, microwaves and homeware.","TVಗಳು, ಮೈಕ್ರೊವೇವ್ ಗಳು ಮತ್ತು ಹೋಮ್ ವೇರ್‍ ಗಳಿಗಾಗಿ ಕಾಯ್ದಿರಿಸಲಾಗುತ್ತಿದ್ದ ಜಾಗಗಳನ್ನು ಈಗ ಸೌಂದರ್ಯವರ್ಧಕಗಳಿಗಾಗಿ ಉಪಯೋಗಿಸಲೆಂದು ಸೂಪರ್‍ ಮಾರ್ಕೆಟ್ ಗಳು ಪೈಪೋಟಿ ನಡೆಸುತ್ತಿರುವ ಹಿನ್ನೆಲೆಯಲ್ಲಿ ಸೌಂದರ್ಯ ವರ್ಧಕಗಳಲ್ಲಿ ಹೂಡಿಕೆ ಮಾಡಲಾಗುತ್ತಿದೆ."
"Sainsbury's said it would be doubling the size of its beauty offering to up to 3,000 products, including brands such as Revlon, Essie, Tweezerman and Dr. PawPaw for the first time.","ಮೊಟ್ಟ ಮೊದಲ ಬಾರಿಗೆ ರೆವ್ಲಾನ್, ಎಸ್ಸಿ, ಟ್ವೀಝರ್‍ಮನ್ ಮತ್ತು ಡಾ. ಪಾಪಾ ಗಳಂತಹ ಬ್ರಾಂಡ್ ಗಳನ್ನು ಒಳಗೊಂಡು 3,000 ಸೌಂದರ್ಯ ಉತ್ಪನ್ನಗಳನ್ನು ನೀಡುವ ಯೋಜನೆ ಇದೆ ಎಂದು ಸೇನ್ಸ್ ಬರೀಸ್ ತಿಳಿಸಿದೆ."
"Existing ranges from L'Oreal, Maybelline and Burt's Bees will also get more space with branded areas similar to those found in shops like Boots.","ಪ್ರಸ್ತುತ ಬಳಕೆಯಲ್ಲಿರುವ ಲೋರಿಯಾಲ್, ಮೇಬಲೀನ್ ಮತ್ತು ಬರ್ಟ್ಸ್ ಬೀಸ್ ಉತ್ಪನ್ನಗಳು ಕೂಡ ಬೂಟ್ಸ್ ನಂತಹ ಮಳಿಗೆಗಳಲ್ಲಿ ದೊರೆಯುವಂತಹ ಉತ್ಪನ್ನಗಳಿಗೆ ಸಮನಾದ ಬ್ರಾಂಡ್ ಸ್ಥಾನವನ್ನು ಪಡೆದುಕೊಳ್ಳುತ್ತವೆ."
The supermarket is also relaunching its Boutique makeup range so that the majority of products are vegan-friendly - something increasingly demanded by younger shoppers.,ಈ ಸೂಪರ್ ಮಾರ್ಕೆಟ್ ಸಸ್ಯಾಹಾರಿ-ಸ್ನೇಹಿ ಉತ್ಪನ್ನಗಳನ್ನು ಹೆಚ್ಚಿನ ಪ್ರಮಾಣದಲ್ಲಿ ಮಾರಾಟ ಮಾಡುವ ಉದ್ದೇಶದಿಂದ ತನ್ನ ಬುಟೀಕ್ ಮೇಕಪ್ ಶ್ರೇಣಿಯನ್ನು ಕೂಡ ಮರುಸ್ಥಾಪಿಸುತ್ತಿದೆ.
"In addition, perfume retailer the Fragrance Shop will be testing out concessions in two Sainsbury's stores, the first of which opened in Croydon, south London, last week while a second opens in Selly Oak, Birmingham, later this year.",ಜೊತೆಗೆ ಸೇನ್ಸ್ ಬರೀಸ್ ನ ಎರಡು ಮಳಿಗೆಗಳ ಪೈಕಿ ದಕ್ಷಿಣ ಲಂಡನ್ನಿನ ಕ್ರಾಯ್ಡನ್ ದಲ್ಲಿ ಕಳೆದ ವಾರ ತೆರೆಯಲಾದ ಒಂದು ಮಳಿಗೆಯಲ್ಲಿ ಮತ್ತು ಈ ವರ್ಷದ ಕೊನೆಯಲ್ಲಿ ಬರ್ಮಿಂಗ್ ಹ್ಯಾಮ್ ನ ಸೆಲ್ಲಿ ಓಕ್ ದಲ್ಲಿ ತೆರೆಯಲಿರುವ ಎರಡನೇ ಮಳಿಗೆಯಲ್ಲಿ ಪರ್ಫ್ಯೂಮ್ ರೀಟೇಲರ್ ಫ್ರೇಗ್ರನ್ಸ್ ಶಾಪ್ ರಿಯಾಯ್ತಿಗಳನ್ನು ನೀಡಲಿದೆ.
Online shopping and a shift towards buying small amounts of food daily at local convenience stores means supermarkets are having to do more to persuade people to visit.,ಆನ್‍‍ಲೈನ್ ಶಾಪಿಂಗ್ ಮತ್ತು ಪ್ರತಿದಿನ ಕನ್ವಿನಿಯನ್ಸ್ ಸ್ಟೋರ್‍‍ಗಳಿಂದ ಸಣ್ಣ ಪುಟ್ಟ ಆಹಾರ ಪದಾರ್ಥಗಳನ್ನು ಖರೀದಿಸುವ ಅಭ್ಯಾಸ ಹೆಚ್ಚಾಗುತ್ತಿರುವ ಈ ದಿನಗಳಲ್ಲಿ ಜನರು ಸೂಪರ್ ಮಾರ್ಕೆಟ್‍‍ಗಳಿಗೆ ಭೇಟಿ ನೀಡುವಂತೆ ಮನವೊಲಿಸಲು ಸಾಕಷ್ಟು ಶ್ರಮ ಪಡಬೇಕಾಗಿದೆ.
"Mike Coupe, the chief executive of Sainsbury's, has said the outlets will look increasingly like department stores as the supermarket chain tries to fight back against the discounters Aldi and Lidl with more services and non-food.","ಸೇನ್ಸ್ ಬರೀಸ್ ನ ಮುಖ್ಯ ಕಾರ್ಯನಿರ್ವಾಹಕರಾದ ಮೈಕ್ ಕೂಪ್ ಹೇಳುವಂತೆ, ಅವರ ಔಟ್ ಲೆಟ್ ಗಳು ಹೆಚ್ಚಾಗಿ ಡಿಪಾರ್ಟ್ಮೆಂಟ್ ಸ್ಟೋರ್ ಗಳಂತೆ ಕಾಣಿಸುತ್ತವೆ ಮತ್ತು ಸೂಪರ್ ಮಾರ್ಕೆಟ್ ಸರಣಿಗಳು ಹೆಚ್ಚು ಸೇವೆಗಳು ಮತ್ತು ಆಹಾರ ಪದಾರ್ಥಗಳಲ್ಲದ ವಸ್ತುಗಳನ್ನು ಒದಗಿಸುವ ಮೂಲಕ ರಿಯಾಯ್ತಿ ನೀಡುತ್ತ ಸ್ಪರ್ಧೆಗೆ ಇಳಿದಿರುವ ಆಲ್ಡಿ ಮತ್ತು ಲಿಡಲ್ ಜೊತೆ ಪೈಪೋಟಿ ನಡೆಸಲಿವೆ."
"Sainsbury's has been putting Argos outlets in hundreds of stores and has also introduced a number of Habitats since it bought both chains two years ago, which it says has bolstered grocery sales and made the acquisitions more profitable.",ಸೇನ್ಸ್ ಬರೀಸ್ ನೂರಾರು ಮಳಿಗೆಗಳಲ್ಲಿ ಆರ್ಗೋಸ್ ಔಟ್ ಲೆಟ್ ಗಳನ್ನು ಹಾಕುತ್ತ ಬಂದಿದೆ ಮತ್ತು ಅನೇಕ ಹ್ಯಾಬಿಟ್ಯಾಟ್ಸ್ ಕೂಡ ಪರಿಚಯಿಸಿದ್ದು ಈ ಎರಡೂ ಶ್ರೇಣಿಗಳನ್ನು ಎರಡು ವರ್ಷಗಳ ಹಿಂದೆ ಖರೀಸಿದೆ. ಇದರಿಂದಾಗಿ ಗ್ರೋಸರಿ ಮಾರಾಟ ಹೆಚ್ಚಾಗಿದೆ ಮತ್ತು ಹೀಗೆ ಮಳಿಗೆಗಳ ಖರೀದಿಯಿಂದಾಗಿ ಹೆಚ್ಚು ಲಾಭ ಗಳಿಸುತ್ತಿದೆ ಎಂದು ಹೇಳಿದೆ.
The supermarket's previous attempt to revamp its beauty and pharmacy departments ended in failure.,ಈ ಹಿಂದೆ ತನ್ನ ಸೌಂದರ್ಯ ವರ್ಧಕ ಮತ್ತು ಔಷಧ ವಿಭಾಗಗಳನ್ನು ಪುನರುಜ್ಜೀವನಗೊಳಿಸುವ ಸೂಪರ್‍ ಮಾರ್ಕೆಟ್ ಪ್ರಯತ್ನಗಳು ವಿಫಲವಾಗಿದ್ದವು.
"Sainsbury's tested a joint venture with Boots in the early 2000s, but the tie-up ended after a row over how to split the revenues from the chemist's stores in its supermarkets.","ಸೇನ್ಸ್ ಬರೀಸ್ 2000 ದ ಪ್ರಾರಂಭದಲ್ಲಿ ಬೂಟ್ಸ್ ಜೊತೆ ಜಂಟಿ ವ್ಯವಹಾರ ಪ್ರಾರಂಭಿಸಿತು, ಆದರೆ ಅದರ ಸೂಪರ್ ಮಾರ್ಕೆಟ್ ಗಳಲ್ಲಿರುವ ಔಷಧ ಅಂಗಡಿಗಳಿಂದ ಬರುವ ಆದಾಯವನ್ನು ಹೇಗೆ ಹಂಚಿಕೊಳ್ಳುವುದು ಎಂಬ ವಿಷಯದ ಬಗ್ಗೆ ವಾದ ವಿವಾದಿಂದಾಗಿ ಅವುಗಳ ನಡುವಿನ ಸಹಯೋಗ ಕೊನೆಗೊಂಡಿತು."
"The new strategy comes after Sainsbury's sold its 281-store pharmacy business to Celesio, the owner of the Lloyds Pharmacy chain, for £125m, three years ago.",ಸೇನ್ಸ್ ಬರೀಸ್ ತನ್ನ 281-ಅಂಗಡಿಗಳ ಔಷಧಿ ವ್ಯವಹಾರವನ್ನು ಮೂರು ವರ್ಷಗಳ ಹಿಂದೆ ಲಾಯ್ಡ್ಸ್ ಫಾರ್ಮಸಿ ಮಳಿಗೆಗಳ ಮಾಲೀಕರಾದ ಸೆಲೆಸಿಯೊಗೆ £125 ಮಿಲಿಯನ್‍‍ಗೆ ಮಾರಾಟ ಮಾಡಿದ ನಂತರ ಹೊಸ ಕಾರ್ಯತಂತ್ರ ರೂಪಿಸಿತು.
"It said Lloyds would play a role in the plan, by adding an extended range of luxury skincare brands including La Roche-Posay and Vichy in four stores.",ನಾಲ್ಕು ಅಂಗಡಿಗಳಲ್ಲಿ ಲಾ ರೋಷ್-ಪೋಸೆ ಮತ್ತು ವೀಷೀ ಒಳಗೊಂಡಂತೆ ಇನ್ನಷ್ಟು ಐಷಾರಾಮಿ ತ್ವಚೆಯ ಆರೈಕೆಯ ಬ್ರಾಂಡ್ ಗಳನ್ನು ಸೇರಿಸುವ ಮೂಲಕ ಲಾಯ್ಡ್ಸ್ ಈ ಯೋಜನೆಯಲ್ಲಿ ಮುಖ್ಯ ಪಾತ್ರ ನಿರ್ವಹಿಸುವುದು ಎಂದು ಹೇಳಿದೆ.
"Paul Mills-Hicks, Sainsbury's commercial director, said: ‘We've transformed the look and feel of our beauty aisles to enhance the environment for our customers.","ಸೇನ್ಸ್ ಬರೀಸ್‍‍ನ ವಾಣಿಜ್ಯ ನಿರ್ದೇಶಕರಾದ ಪೌಲ್ ಮಿಲ್ಸ್-ಹಿಕ್ಸ್ ಹೇಳಿದರು: ""ನಮ್ಮ ಗ್ರಾಹಕರಿಗಾಗಿ ಮಳಿಗೆಗಳ ವಾತಾವರಣಕ್ಕೆ ಇನ್ನಷ್ಟು ಮೆರುಗು ನೀಡುವುದಕ್ಕಾಗಿ ನಾವು ನಮ್ಮ ಬ್ಯೂಟಿ ಐಲ್‍‍ಗಳ ನೋಟ ಮತ್ತು ಅನುಭವವನ್ನು ಪರಿವರ್ತಿಸಿದ್ದೇವೆ."
We've also invested in specially trained colleagues who will be on hand to offer advice.,"ಅಲ್ಲದೇ, ಸಲಹೆ ನೀಡಲು ಸದಾ ಲಭ್ಯವಿರುವಂತಹ ಸಹೋದ್ಯೋಗಿಗಳಿಗೆ ವಿಶೇಷ ತರಬೇತಿ ನೀಡಲು ಕೂಡ ನಾವು ಸಾಕಷ್ಟು ಬಂಡವಾಳ ಹೂಡಿದ್ದೇವೆ."
Our range of brands is designed to suit every need and the alluring environment and convenient locations mean we're now a compelling beauty destination which challenges the old way of shopping.’,"ನಮ್ಮ ಬ್ರಾಂಡ್‍‍ಗಳ ಶ್ರೇಣಿಯು ಪ್ರತಿಯೊಬ್ಬರ ಅವಶ್ಯಕತೆಯನ್ನು ಪೂರೈಸಲು ವಿನ್ಯಾಸಗೊಂಡಿದೆ ಮತ್ತು ಮನಮೋಹಕ ವಾತಾವರಣ ಮತ್ತು ಅನುಕೂಲಕರ ಸ್ಥಳಗಳಿಂದಾಗಿ ನಾವು ಹಳೆಯ ಶಾಪಿಂಗ್ ಪದ್ಧತಿಯನ್ನು ಹೋಗಲಾಡಿಸುವ, ಮನ ಸೂರೆಗೊಳ್ಳುವ ಸೌಂದರ್ಯ ಉತ್ಪನ್ನಗಳ ಆಗರವಾಗಿ ಹೊರಹೊಮ್ಮಿದ್ದೇವೆ."""
Peter Jones 'furious' after Holly Willoughby pulls out of £11 million deal,ಹಾಲಿ ವಿಲಬಿ £11 ವ್ಯವಹಾರದಿಂದ ನಿರ್ಗಮಿಸಿದ ಕಾರಣ 'ಕೆಂಡಾಮಂಡಲವಾದ' ಪೀಟರ್‍ ಜೋನ್ಸ್
Dragons’ Den star Peter Jones left 'furious' after TV presenter Holly Willoughby pulls out of £11 million deal with his lifestyle brand business to focus on her new contracts with Marks and Spencer and ITV,TV ನಿರೂಪಕಿ ಹಾಲಿ ವಿಲಬಿ ಮಾರ್ಕ್ಸ್ ಅಂಡ್ ಸ್ಪೆನ್ಸರ್ ಹಾಗೂ ITV ಜೊತೆ ಅವಳ ಹೊಸ ಗುತ್ತಿಗೆಗಳನ್ನು ನಿಭಾಯಿಸುವ ಉದ್ದೇಶದಿಂದ ಡ್ರಾಗನ್ಸ್ ಡೆನ್ ಖ್ಯಾತಿಯ ಪೀಟರ್ ಜೋನ್ಸ್ ನ £11 ಮಿಲಿಯನ್ ಪೌಂಡ್ ಲೈಫ್ ಸ್ಟೈಲ್ ಬ್ರಾಂಡ್ ವ್ಯವಹಾರ ಒಪ್ಪಂದದಿಂದ ಹಿಂತೆಗೆದುಕೊಂಡ ಕಾರಣ ಜೋನ್ಸ್ ‘ಕೆಂಡಾಮಂಡಲ’ಗೊಂಡರು
Willoughby has no time for their homewear and accessories brand Truly.,ಅವರ ಹೋಮ್‍‍ವೇರ್‍ ಮತ್ತು ಆಕ್ಸೆಸರಿಗಳ ಬ್ರಾಂಡ್ ಆದ ಟ್ರೂಲಿಗಾಗಿ ವಿಲಬಿ ಬಳಿ ಸಮಯವೇ ಇಲ್ಲ.
The pair's business had been likened to Gwyneth Paltrow's Goop brand.,ಈ ಜೋಡಿಯ ವ್ಯವಹಾರವನ್ನು ಗ್ವಿನಿತ್ ಪ್ಯಾಲ್ಟ್ರೋ ನ ಗೂಪ್ ಬ್ರಾಂಡ್ ಗೆ ಹೋಲಿಸಲಾಗಿತ್ತು.
"This Morning presenter, 37, took to Instagram to announce she is leaving.",37 ವರ್ಷ ವಯಸ್ಸಿನ ಈ ಬೆಳಗ್ಗಿನ ಕಾರ್ಯಕ್ರಮದ ನಿರೂಪಕಿ ತಾನು ಈ ಒಪ್ಪಂದದಿಂದ ಹೊರ ನಡೆಯುತ್ತಿರುವ ಬಗ್ಗೆ ಇನ್‍‍ಸ್ಟಾಗ್ರಾಮ್‍‍ನಲ್ಲಿ ತಿಳಿಸಿದ್ದಾಳೆ.
Holly Willoughby has left Dragons’ Den star Peter Jones fuming by pulling out of their lucrative lifestyle brand business at the last minute - to focus on her own new bumper contracts with Marks & Spencer and ITV.,ಹಾಲಿ ವಿಲಬಿ ಮಾರ್ಕ್ಸ್ ಅಂಡ್ ಸ್ಪೆನ್ಸರ್ ಹಾಗೂ ITV ಜೊತೆ ಅವಳ ಹೊಸ ಬಂಪರ್ ಗುತ್ತಿಗೆಗಳತ್ತ ಗಮನ ನೀಡುವ ಉದ್ದೇಶದಿಂದ ಡ್ರಾಗನ್ಸ್ ಡೆನ್ ಖ್ಯಾತಿಯ ಪೀಟರ್ ಜೋನ್ಸ್ ನ ಲಾಭದಾಯಕ ಲೈಫ್ ಸ್ಟೈಲ್ ಬ್ರಾಂಡ್ ವ್ಯವಹಾರ ಒಪ್ಪಂದದಿಂದ ಕೊನೆಯ ಘಳಿಗೆಯಲ್ಲಿ ಹಿಂತೆಗೆದುಕೊಂಡ ಕಾರಣ ಜೋನ್ಸ್ ಕೋಪ ನೆತ್ತಿಗೇರಿದೆ.
"Sources say Jones was ‘furious’ when TV's golden girl admitted during a tense meeting on Tuesday at the headquarters of his business empire in Marlow, Buckinghamshire, that her new deals - worth up to £1.5 million - meant she no longer had enough time to devote to their homewear and accessories brand Truly.","ತನ್ನ ಹೊಸ £1.5 ಮಿಲಿಯನ್ ಪೌಂಡ್ ವ್ಯವಹಾರ ಒಪ್ಪಂದಿಂದಾಗಿ TVಯ ಚಿನ್ನದ ಹುಡುಗಿ ಜೋನ್ಸ್ ನ ಹೋಮ್ ವೇರ್ ಮತ್ತು ಆಕ್ಸೆಸರಿಗಳ ಬ್ರಾಂಡ್ ಟ್ರೂಲಿ ಗಾಗಿ ಸಮಯ ನೀಡಲು ಸಾಧ್ಯವಿಲ್ಲ ಎಂದು ಮಂಗಳವಾರ ಬರ್ಮಿಂಗ್ ಹ್ಯಾಮ್ಶೈರ್ ನ ಮಾರ್ಲೊದಲ್ಲಿರುವ ಜೋನ್ಸ್ ವ್ಯವಹಾರ ಕಚೇರಿಯಲ್ಲಿ ನಡೆದ ನಿರ್ಣಾಯಕ ಭೇಟಿಯಲ್ಲಿ ತಿಳಿಸಿದ್ದರಿಂದ, ಜೋನ್ಸ್ ಗೆ ಎಲ್ಲಿಲ್ಲದ ಕೋಪ ಬಂತು ಎಂದು ಮೂಲಗಳು ತಿಳಿಸಿವೆ."
The business had been likened to Gwyneth Paltrow's Goop brand and was tipped to double Willoughby's estimated £11 million fortune.,ಈ ವ್ಯವಹಾರವನ್ನು ಗ್ವಿನಿತ್ ಪ್ಯಾಲ್ಟ್ರೋನ ಗೂಪ್ ಬ್ರಾಂಡ್ ಗೆ ಹೋಲಿಸಲಾಯಿತು ಮತ್ತು ಅದು ವಿಲಬಿಯ ಆಸ್ತಿಯನ್ನು £11 ಮಿಲಿಯನ್ ಪೌಂಡ್ ಗಳಷ್ಟು ಹೆಚ್ಚಿಸಲಿದೆ ಎಂದು ಅಂದಾಜು ಮಾಡಲಾಯಿತು.
