en,te
Stop hiding your head in the sand.,మీ తల ఇసుక లో దాచడానికి ఆపడానికి.
There is probably an easy solution to the problem.,బహుశా సమస్యకు సులభమైన పరిష్కారం ఉంది.
Vijayawada is situated on the banks of the Krishna River.,విజయ్వాడా కృష్ణ నది ఒడ్డున ఉంది.
Tom wanted to talk to Mary face to face.,టామ్ మేరీతో ముఖాముఖి మాట్లాడాలనుకున్నాడు.
He feels very happy.,అతను చాలా సంతోషంగా ఉన్నాడు.
Tom and I aren't afraid.,టామ్ మరియు నేను భయపడము.
I want to date other women.,నేను ఇతర మహిళలు డేట్ అనుకుంటున్నారా.
I hope you and Tom will have a good time.,మీకు మరియు టామ్‌కు మంచి సమయం లభిస్తుందని నేను ఆశిస్తున్నాను.
How many people are on board the ship?,ఎంత మంది బోర్డులో ఉన్నారు?
Tom is the only person Mary says she can trust.,మేరీ ఆమెను విశ్వసించగలనని చెప్పిన ఏకైక వ్యక్తి టోమ్.
Do you know this part of the city very well?,మీరు నగరం యొక్క ఈ భాగం బాగా తెలుసు?
"A mile is about 1,600 meters.",ఒక మైలు 1600 మీటర్లు.
Our train arrived on time.,మా రైలు సమయానికి వచ్చింది.
I know that this is important to you.,ఇది మీకు ముఖ్యమైనదని నాకు తెలుసు.
Tom swore he wouldn't do that.,టామ్ తాను అలా చేయనని ప్రమాణం చేశాడు.
She gave him a clock.,ఆమె అతనికి ఒక గడియారం ఇచ్చింది.
We've been looking for you everywhere.,మేము ప్రతిచోటా మీ కోసం వెతుకుతున్నాము.
How does he do this?,అతను దీన్ని ఎలా చేస్తాడు?
I hope you and Tom will have a good time.,మీరు మరియు టామ్ మంచి సమయం గడపాలని నేను ఆశిస్తున్నాను.
slowly,నెమ్మదిగా
This will take some time.,దీనికి కొంత సమయం పడుతుంది.
You're standing on my foot.,మీరు నా పాదాల మీద నిలబడి ఉన్నారు.
Take me to the Hilton Hotel.,నన్ను హిల్టన్ హోటల్కు తీసుకెళ్లండి.
Does Tom speak French better than Mary?,టామ్ మేరీ కంటే ఫ్రెంచ్ మాట్లాడతాడా?
Tom buys me things that I want.,నేను కోరుకునే వస్తువులను టామ్ కొనుగోలు చేస్తాడు.
Tom will need to do that sooner or later.,టామ్ ముందుగానే లేదా తరువాత చేయవలసి ఉంటుంది.
Tom put the map on the table.,టోమ్ మ్యాప్ను టేబుల్ మీద పెట్టాడు.
Tom continued digging.,టామ్ త్రవ్వడం కొనసాగించాడు.
Tom pointed to his chest.,టామ్ అతని ఛాతీ వైపు చూపించాడు.
Tom was one of my better students.,టామ్ నా మంచి విద్యార్థులలో ఒకడు.
I can't stand raw fish.,నేను ముడి చేపలు తట్టుకోలేము.
Will you sing?,మీరు పాడతారా?
Where were you yesterday?,నిన్న నువ్వు ఎక్కడ ఉన్నావు?
Japan is subject to earthquakes.,జపాన్ భూకంపాలకు గురవుతోంది.
I can't let you go alone.,నేను మిమ్మల్ని ఒంటరిగా వెళ్ళనివ్వలేను.
I didn't know you were going to be there.,మీరు అక్కడ ఉండబోతున్నారని నేను తెలియదు.
Stop acting like such a fool.,అలాంటి మూర్ఖుడిలా వ్యవహరించడం మానేయండి.
The Normans conquered England in 1066.,నార్మన్లు 1066 లో ఇంగ్లాండ్‌ను జయించారు.
It soon began to rain very hard.,త్వరలోనే చాలా కష్టపడి వర్షం పడటం ప్రారంభమైంది.
